"index";"Company";"TypeName";"Inches";"ScreenResolution";"resolution_width";"resolution_height";"touchscreen";"Cpu";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"Memory";"memory_type";"primary_storage";"secondary_storage";"Gpu";"OpSys";"Weight";"Price";"ppi"
298;"Lenovo";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"AMD A10-Series 9600P 2.4GHz";"AMD";"A10-Series 9600P";2.4;6;"1TB HDD";"HDD";1024;0;"AMD";"windows";16;26587;141
299;"Asus";"Ultrabook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;16;"512GB SSD";"SSD";512;0;"Nvidia";"windows";16;78215;141
300;"Asus";"Notebook";14.0;"1366x768";1366;768;0;"Intel Core i3 7100U 2.4GHz";"Intel";"Core i3";2.4;4;"128GB SSD";"SSD";128;0;"Intel";"windows";14;27120;112
301;"Asus";"Gaming";17.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";17;113060;127
302;"Lenovo";"Notebook";17.3;"1600x900";1600;900;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;6;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";17;34579;106
303;"Lenovo";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"2TB HDD";"HDD";2048;0;"Nvidia";"N/A";16;29251;100
304;"Asus";"Gaming";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";16;67399;141
305;"Lenovo";"Notebook";15.6;"1366x768";1366;768;0;"Intel Pentium Quad Core N4200 1.1GHz";"Intel";"Pentium Quad";1.1;4;"1TB HDD";"HDD";1024;0;"Intel";"N/A";16;19180;100
306;"HP";"2 in 1 Convertible";13.3;"Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i7 7600U 2.8GHz";"Intel";"Core i7";2.8;16;"256GB SSD";"SSD";256;0;"Intel";"windows";13;105228;166
307;"Toshiba";"Notebook";15.6;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 6500U 2.5GHz";"Intel";"Core i7";2.5;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";16;55571;141
308;"Lenovo";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";16;43636;141
309;"HP";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i3 6006U 2GHz";"Intel";"Core i3";2.0;4;"1TB HDD";"HDD";1024;0;"Intel";"windows";16;24988;141
310;"Lenovo";"Notebook";13.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;53227;166
311;"Dell";"Ultrabook";13.3;"IPS Panel 4K Ultra HD / Touchscreen 3840x2160";3840;2160;1;"Intel Core i7 8550U 1.8GHz";"Intel";"Core i7";1.8;16;"1TB SSD";"SSD";1024;0;"Intel";"windows";13;133147;331
312;"MSI";"Gaming";15.6;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";16;111835;141
313;"Acer";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"AMD A8-Series 7410 2.2GHz";"AMD";"A8-Series 7410";2.2;8;"256GB SSD";"SSD";256;0;"AMD";"windows";16;24988;141
314;"Asus";"2 in 1 Convertible";11.6;"Touchscreen 1366x768";1366;768;1;"Intel Celeron Dual Core N3350 1.1GHz";"Intel";"Celeron Dual";1.1;2;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"windows";12;14652;135
315;"Dell";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 8250U 1.6GHz";"Intel";"Core i5";1.6;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"AMD";"windows";16;44968;141
316;"HP";"2 in 1 Convertible";13.3;"IPS Panel 4K Ultra HD / Touchscreen 3840x2160";3840;2160;1;"Intel Core i7 8550U 1.8GHz";"Intel";"Core i7";1.8;16;"1TB SSD";"SSD";1024;0;"Intel";"windows";13;130483;331
317;"Lenovo";"Notebook";13.3;"1366x768";1366;768;0;"Intel Celeron Dual Core 3855U 1.6GHz";"Intel";"Celeron Dual";1.6;4;"16GB Flash Storage";"Flash Storage";16;0;"Intel";"other";13;24503;118
318;"HP";"Notebook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;52214;157
319;"Acer";"Notebook";11.6;"1366x768";1366;768;0;"Intel Pentium Quad Core N3710 1.6GHz";"Intel";"Pentium Quad";1.6;4;"128GB Flash Storage";"Flash Storage";128;0;"Intel";"windows";12;25841;135
320;"HP";"Notebook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;68838;157
321;"Lenovo";"Notebook";17.3;"1600x900";1600;900;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;4;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";17;31382;106
322;"Asus";"Notebook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;58288;157
323;"HP";"Notebook";15.6;"IPS Panel Full HD 1366x768";1366;768;0;"Intel Core i7 8550U 1.8GHz";"Intel";"Core i7";1.8;8;"1TB HDD";"HDD";1024;0;"Intel";"windows";16;48059;100
324;"Acer";"Notebook";15.6;"1366x768";1366;768;0;"AMD A12-Series 9720P 2.7GHz";"AMD";"A12-Series 9720P";2.7;8;"256GB SSD";"SSD";256;0;"AMD";"windows";16;35112;100
325;"Lenovo";"Notebook";14.0;"1366x768";1366;768;0;"Intel Celeron Dual Core N3350 1.1GHz";"Intel";"Celeron Dual";1.1;4;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"windows";14;15558;112
326;"Acer";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;6;"1TB HDD";"HDD";1024;0;"Intel";"windows";16;29251;100
327;"Asus";"Ultrabook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";16;55939;141
328;"HP";"Ultrabook";12.5;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;71129;176
329;"Dell";"Notebook";15.6;"4K Ultra HD / Touchscreen 3840x2160";3840;2160;1;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;32;"1TB SSD";"SSD";1024;0;"Nvidia";"windows";16;140606;282
330;"MSI";"Gaming";17.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;8;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";17;63883;127
331;"Toshiba";"Notebook";15.6;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";16;50243;141
332;"Asus";"Notebook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Intel";"windows";14;71076;157
333;"Lenovo";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i3 6006U 2GHz";"Intel";"Core i3";2.0;4;"1TB HDD";"HDD";1024;0;"Intel";"windows";16;23923;141
334;"Asus";"Gaming";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";16;53227;141
335;"HP";"Notebook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7300U 2.6GHz";"Intel";"Core i5";2.6;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;67559;157
337;"HP";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";16;60952;141
338;"Asus";"Notebook";15.6;"1366x768";1366;768;0;"Intel Celeron Dual Core N3350 1.1GHz";"Intel";"Celeron Dual";1.1;4;"1TB HDD";"HDD";1024;0;"Intel";"linux";16;14651;100
339;"Dell";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 8250U 1.6GHz";"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";16;60886;141
340;"Dell";"Notebook";15.6;"1366x768";1366;768;0;"Intel Celeron Dual Core N3060 1.6GHz";"Intel";"Celeron Dual";1.6;4;"500GB HDD";"HDD";500;0;"Intel";"linux";16;14647;100
341;"Lenovo";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"AMD A12-Series 9720P 3.6GHz";"AMD";"A12-Series 9720P";3.6;12;"2TB HDD";"HDD";2048;0;"AMD";"windows";16;47899;141
342;"HP";"Notebook";15.6;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i3 7100U 2.4GHz";"Intel";"Core i3";2.4;8;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";16;38148;141
343;"Lenovo";"2 in 1 Convertible";13.9;"IPS Panel 4K Ultra HD / Touchscreen 3840x2160";3840;2160;1;"Intel Core i7 8550U 1.8GHz";"Intel";"Core i7";1.8;16;"512GB SSD";"SSD";512;0;"Intel";"windows";14;111835;317
344;"Dell";"Ultrabook";13.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 8550U 1.8GHz";"Intel";"Core i7";1.8;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;84129;166
345;"Lenovo";"Gaming";15.6;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;16;"256GB SSD +  2TB HDD";"Hybrid";256;2048;"Nvidia";"windows";16;60153;141
346;"HP";"Notebook";14.0;"1366x768";1366;768;0;"Intel Celeron Dual Core N3060 1.6GHz";"Intel";"Celeron Dual";1.6;2;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"windows";14;14865;112
347;"Dell";"Ultrabook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 8650U 1.9GHz";"Intel";"Core i7";1.9;16;"512GB SSD +  256GB SSD";"SSD";512;256;"Intel";"windows";16;85672;141
348;"Asus";"2 in 1 Convertible";11.6;"Touchscreen 1366x768";1366;768;1;"Intel Celeron Dual Core N3350 1.1GHz";"Intel";"Celeron Dual";1.1;4;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"windows";12;19980;135
349;"Dell";"Ultrabook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 8250U 1.6GHz";"Intel";"Core i5";1.6;8;"1TB HDD";"HDD";1024;0;"AMD";"windows";16;35325;141
351;"HP";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Intel";"windows";16;69477;141
352;"MSI";"Gaming";17.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";17;75072;127
353;"HP";"Workstation";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";16;92615;141
354;"Toshiba";"Notebook";15.6;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 6500U 2.5GHz";"Intel";"Core i7";2.5;16;"512GB SSD";"SSD";512;0;"Nvidia";"windows";16;74752;141
355;"Dell";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 8550U 1.8GHz";"Intel";"Core i7";1.8;8;"128GB SSD +  2TB HDD";"Hybrid";128;2048;"AMD";"windows";16;51730;141
356;"Lenovo";"Notebook";15.6;"1366x768";1366;768;0;"Intel Celeron Dual Core N3350 1.1GHz";"Intel";"Celeron Dual";1.1;4;"1TB HDD";"HDD";1024;0;"Intel";"N/A";16;17156;100
357;"Dell";"Gaming";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7300HQ 2.5GHz";"Intel";"Core i5";2.5;8;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";16;53227;141
358;"Dell";"Notebook";15.6;"Touchscreen 1366x768";1366;768;1;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"2TB HDD";"HDD";2048;0;"Intel";"windows";16;29697;100
359;"Dell";"Notebook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7300U 2.6GHz";"Intel";"Core i5";2.6;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;76031;157
360;"HP";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i3 6006U 2GHz";"Intel";"Core i3";2.0;4;"500GB HDD";"HDD";500;0;"Intel";"windows";16;23390;100
361;"Asus";"Notebook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;50350;157
362;"Lenovo";"Notebook";17.3;"1600x900";1600;900;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;6;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";17;38308;106
363;"HP";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"1TB HDD";"HDD";1024;0;"Intel";"windows";16;34046;141
364;"Lenovo";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i3 6006U 2GHz";"Intel";"Core i3";2.0;8;"256GB SSD";"SSD";256;0;"Nvidia";"N/A";16;26587;100
365;"HP";"Notebook";15.6;"1366x768";1366;768;0;"Intel Pentium Quad Core N3710 1.6GHz";"Intel";"Pentium Quad";1.6;8;"2TB HDD";"HDD";2048;0;"Intel";"windows";16;20726;100
366;"Dell";"Notebook";17.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 8250U 1.6GHz";"Intel";"Core i5";1.6;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"AMD";"windows";17;57809;127
367;"Lenovo";"Gaming";15.6;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i5 7300HQ 2.5GHz";"Intel";"Core i5";2.5;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"N/A";16;43104;141
368;"Dell";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"AMD";"windows";16;47899;141
369;"HP";"Ultrabook";14.0;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;93240;157
370;"Asus";"2 in 1 Convertible";15.6;"Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;12;"512GB SSD +  2TB HDD";"Hybrid";512;2048;"Nvidia";"windows";16;58555;141
371;"Acer";"Notebook";15.6;"1366x768";1366;768;0;"AMD A9-Series 9420 3GHz";"AMD";"A9-Series 9420";3.0;4;"128GB SSD";"SSD";128;0;"AMD";"windows";16;22697;100
372;"Asus";"Gaming";17.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"AMD Ryzen 1700 3GHz";"AMD";"Ryzen 1700";3.0;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"AMD";"windows";17;117163;127
373;"Lenovo";"Notebook";17.3;"1600x900";1600;900;0;"AMD A8-Series 7410 2.2GHz";"AMD";"A8-Series 7410";2.2;4;"128GB SSD";"SSD";128;0;"AMD";"windows";17;26054;106
374;"Dell";"2 in 1 Convertible";13.3;"Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i7 8550U 1.8GHz";"Intel";"Core i7";1.8;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;46301;166
375;"HP";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"AMD A9-Series 9420 3GHz";"AMD";"A9-Series 9420";3.0;4;"256GB SSD";"SSD";256;0;"AMD";"windows";16;26053;141
376;"Lenovo";"Netbook";11.6;"IPS Panel 1366x768";1366;768;0;"Intel Celeron Quad Core N3450 1.1GHz";"Intel";"Celeron Quad";1.1;4;"128GB SSD";"SSD";128;0;"Intel";"windows";12;29464;135
377;"Dell";"Notebook";15.6;"1366x768";1366;768;0;"Intel Celeron Dual Core N3060 1.60GHz";"Intel";"Celeron Dual";1.6;4;"500GB HDD";"HDD";500;0;"Intel";"windows";16;16464;100
378;"Asus";"Notebook";14.0;"1366x768";1366;768;0;"Intel Celeron Dual Core N3350 1.1GHz";"Intel";"Celeron Dual";1.1;4;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"windows";14;15238;112
379;"Acer";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;8;"1TB HDD";"HDD";1024;0;"Nvidia";"linux";16;45075;141
380;"HP";"Gaming";17.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";17;63456;127
381;"Lenovo";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i3 6006U 2GHz";"Intel";"Core i3";2.0;4;"128GB SSD";"SSD";128;0;"Intel";"N/A";16;21498;141
382;"Asus";"Gaming";15.6;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";16;88178;141
383;"Lenovo";"Notebook";14.0;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";14;58555;157
384;"Asus";"Ultrabook";13.3;"Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;16;"512GB SSD";"SSD";512;0;"Intel";"windows";13;93181;166
385;"Lenovo";"Ultrabook";14.0;"IPS Panel 2560x1440";2560;1440;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"512GB SSD";"SSD";512;0;"Intel";"windows";14;121585;210
386;"Lenovo";"Notebook";13.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i3 7100U 2.4GHz";"Intel";"Core i3";2.4;4;"128GB SSD";"SSD";128;0;"Intel";"windows";13;29251;166
387;"Dell";"Workstation";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 6440HQ 2.6GHz";"Intel";"Core i5";2.6;8;"500GB HDD";"HDD";500;0;"AMD";"windows";16;72940;141
388;"Dell";"Workstation";15.6;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 6820HQ 2.7GHz";"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";16;113753;141
389;"Lenovo";"2 in 1 Convertible";14.0;"Touchscreen 2560x1440";2560;1440;1;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;16;"512GB SSD";"SSD";512;0;"Intel";"windows";14;133680;210
390;"Asus";"Gaming";17.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;8;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";17;55358;127
391;"Asus";"Gaming";17.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";17;84768;127
392;"Acer";"Notebook";15.6;"IPS Panel 1366x768";1366;768;0;"Intel Core i5 8250U 1.6GHz";"Intel";"Core i5";1.6;12;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";16;36976;100
393;"MSI";"Gaming";17.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";17;71875;127
394;"Dell";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"AMD";"linux";16;41498;141
395;"HP";"Ultrabook";15.6;"Full HD 1920x1080";1920;1080;0;"AMD A9-Series 9420 3GHz";"AMD";"A9-Series 9420";3.0;4;"256GB SSD";"SSD";256;0;"AMD";"windows";16;26587;141
396;"Lenovo";"Notebook";15.6;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 8550U 1.8GHz";"Intel";"Core i7";1.8;8;"256GB SSD";"SSD";256;0;"AMD";"windows";16;65511;141
397;"Lenovo";"Notebook";14.0;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;49977;157
398;"Dell";"Workstation";15.6;"4K Ultra HD / Touchscreen 3840x2160";3840;2160;1;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";16;144495;282
399;"Lenovo";"Ultrabook";14.0;"IPS Panel 2560x1440";2560;1440;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;16;"1TB SSD";"SSD";1024;0;"Intel";"windows";14;139860;210
400;"Lenovo";"Notebook";15.6;"1366x768";1366;768;0;"Intel Celeron Dual Core N3350 1.1GHz";"Intel";"Celeron Dual";1.1;4;"1TB HDD";"HDD";1024;0;"Intel";"windows";16;16304;100
401;"Asus";"Gaming";17.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";17;81465;127
402;"Lenovo";"Notebook";25.6;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i5 8250U 1.6GHz";"Intel";"Core i5";1.6;8;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"AMD";"windows";26;60979;86
403;"Acer";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;8;"256GB SSD";"SSD";256;0;"Nvidia";"linux";16;46833;141
404;"MSI";"Gaming";17.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";17;119827;127
405;"Asus";"Ultrabook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"512GB SSD";"SSD";512;0;"Intel";"windows";14;99793;157
406;"Toshiba";"Ultrabook";13.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 6500U 2.5GHz";"Intel";"Core i7";2.5;16;"512GB SSD";"SSD";512;0;"Intel";"windows";13;93080;166
407;"Dell";"Ultrabook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7600U 2.8GHz";"Intel";"Core i7";2.8;8;"512GB SSD";"SSD";512;0;"Intel";"windows";14;89510;157
408;"Lenovo";"Notebook";35.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i3 6006U 2GHz";"Intel";"Core i3";2.0;4;"500GB HDD";"HDD";500;0;"Intel";"windows";36;21792;62
409;"Lenovo";"Notebook";11.6;"1366x768";1366;768;0;"Intel Celeron Dual Core N3350 1.1GHz";"Intel";"Celeron Dual";1.1;2;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"windows";12;16221;135
410;"Lenovo";"Workstation";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;8;"512GB SSD";"SSD";512;0;"Nvidia";"windows";16;102564;141
411;"Lenovo";"Ultrabook";14.0;"IPS Panel Full HD 2560x1440";2560;1440;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;8;"512GB SSD";"SSD";512;0;"Nvidia";"windows";14;103523;210
412;"HP";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i3 6006U 2GHz";"Intel";"Core i3";2.0;4;"1TB HDD";"HDD";1024;0;"AMD";"windows";16;24988;141
413;"Acer";"2 in 1 Convertible";13.3;"IPS Panel Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i7 6500U 2.5GHz";"Intel";"Core i7";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;42038;166
414;"Asus";"2 in 1 Convertible";13.3;"IPS Panel Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;49444;166
415;"Dell";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;4;"256GB SSD";"SSD";256;0;"AMD";"linux";16;31909;141
416;"Dell";"Notebook";13.3;"1366x768";1366;768;0;"Intel Core i3 6006U 2GHz";"Intel";"Core i3";2.0;4;"128GB SSD";"SSD";128;0;"Intel";"windows";13;36710;118
417;"HP";"Ultrabook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 6500U 2.5GHz";"Intel";"Core i7";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;79920;157
418;"Dell";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"1TB HDD";"HDD";1024;0;"Intel";"windows";16;28769;100
419;"Lenovo";"Ultrabook";14.0;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 8550U 1.8GHz";"Intel";"Core i7";1.8;8;"256GB SSD";"SSD";256;0;"AMD";"windows";14;64755;157
420;"Lenovo";"2 in 1 Convertible";15.6;"IPS Panel 4K Ultra HD / Touchscreen 3840x2160";3840;2160;1;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;16;"512GB SSD";"SSD";512;0;"Nvidia";"windows";16;101179;282
